SYMBOL,Security Name
SISL,Shantidoot Infra Services Ltd
KSOLVES,Ksolves India Ltd
HARSHA,Harsha Engineers International Ltd
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF
CONTAINE,Containe Technologies Ltd
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF
HDFCVALUE,HDFC NIFTY50 Value 20 ETF
MAFIA,Mafia Trends Ltd
TIPSFILMS,Tips Films Ltd
SRSOLTD,Silicon Rental Solutions Ltd
TLL,Trident Lifeline Ltd
REETECH,Reetech International Cargo and Courier Ltd
CARGOTRANS,Cargotrans Maritime Ltd
CNCRD,Concord Control Systems Ltd
INA,Insolation Energy Ltd
CARGOSOL,Cargosol Logistics Ltd
STML,Steelman Telecom Ltd
VEDANTASSET,Vedant Asset Ltd
MAAGHADV,Maagh Advertising and Marketing Services Ltd
SECURCRED,SecUR Credentials Ltd
EMIL,Electronics Mart India Ltd
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF
PPLPHARMA,Piramal Pharma Ltd
DCI,Dc Infotech and Communication Ltd
PACE,Pace E-Commerce Ventures Ltd
TRACXN,Tracxn Technologies Ltd
NARMADA,Narmada Agrobase Ltd
INFOBEAN,Infobeans Technologies Ltd
HPIL,Hindprakash Industries Ltd
DCXINDIA,DCX Systems Ltd
DAPS,DAPS Advertising Ltd
FUSION,Fusion Finance Ltd
BIKAJI,Bikaji Foods International Ltd
MEDANTA,Global Health Ltd
TECHNOPACK,Technopack Polymers Ltd
ACI,Archean Chemical Industries Ltd
FIVESTAR,Five-Star Business Finance Ltd
KAYNES,Kaynes Technology India Ltd
HDFCNIFIT,HDFC NIFTY IT ETF
HDFCPVTBAN,HDFC NIFTY Private Bank ETF
INOXGREEN,Inox Green Energy Services Ltd
BBTCL,B&B Triplewall Containers Ltd
RUSTOMJEE,Keystone Realtors Ltd
VINNY,Vinny Overseas Ltd
AAATECH,AAA Technologies Ltd
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF
AMBOAGRI,Ambo Agritec Ltd
SIRCA,Sirca Paints India Ltd
DHARMAJ,Dharmaj Crop Guard Ltd
SARVESHWAR,Sarveshwar Foods Ltd
UNIPARTS,Uniparts India Ltd
GARGI,PNGS Gargi Fashion Jewellery Ltd
COMMOIETF,ICICI Prudential Nifty Commodities ETF
SULA,Sula Vineyards Ltd
AHL,Abans Holdings Ltd
DRONACHRYA,Droneacharya Aerial Innovations Ltd
LANDMARK,Landmark Cars Ltd
IEL,Indiabulls Enterprises Ltd
KFINTECH,KFin Technologies Ltd
ELIN,Elin Electronics Ltd
RADIANTCMS,Radiant Cash Management Services Ltd
AVEER,Aveer Foods Ltd
BANKETFADD,DSP Nifty Bank ETF
SAH,Sah Polymers Ltd
REXSEAL,Rex Sealing and Packing Industries Ltd
SVS,SVS Ventures Ltd
LOGICA,Logica Infoway Ltd
KAMOPAINTS,Kamdhenu Ventures Ltd
AARTIPHARM,Aarti Pharmalabs Ltd
DHARNI,Dharni Capital Services Ltd
TRANSVOY,Transvoy Logistics India Ltd
EARTH,Earthstahl & Alloys Ltd
ASHIKA,Ashika Credit Capital Ltd
BTML,Bodhi Tree Multimedia Ltd
NSLNISP,NMDC Steel Ltd
INDONG,Indong Tea Company Ltd
HDFCBSE500,HDFC S&P BSE 500 ETF
HDFCSML250,HDFC NIFTY Smallcap 250 ETF
HDFCMID150,HDFC NIFTY Midcap 150 ETF
SEALMATIC,Sealmatic India Ltd
ROBU,Macfos Ltd
PATRON,Patron Exim Ltd
SVJ,S. V. J. ENTERPRISES Ltd
AMANAYA,Amanaya Ventures Ltd
RESGEN,Resgen Ltd
ITCONS,ITCONS E-Solutions Ltd
AIRAN,Airan Ltd
DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS Ltd
PCL,Prospect Commodities Ltd
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF
SUDARSHAN,Sudarshan Pharma Industries Ltd
GSLSU,Global Surfaces Ltd
LABELKRAFT,Labelkraft Technologies Ltd
BRIGHT,Bright Outdoor Media Ltd
COMMAND,Command Polymers Ltd
DEVLAB,Dev Labtech Venture Ltd
AXSENSEX,AXIS S&P BSE SENSEX ETF
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF
JAFINANCE,J.A. Finance Ltd
USK,Udayshivakumar Infra Ltd
MAIDEN,Maiden Forgings Ltd
EXHICON,Exhicon Events Media Solutions Ltd
AVALON,Avalon Technologies Ltd
SANCODE,Sancode Technologies Ltd
BLAL,BEML Land Assets Ltd
RHL,Robust Hotels Ltd
RETINA,Retina Paints Ltd
MANKIND,Mankind Pharma Ltd
INNOKAIZ,Innokaiz India Ltd
AVG,AVG Logistics Ltd
ATALREAL,Atal Realtech Ltd
PIGL,Power and Instrumentation (Gujarat) Ltd
SWATIPRO,Swati Projects Ltd
PAVNAIND,Pavna Industries Ltd
HSIL,Hemant Surgical Industries Ltd
SIGMA,Sigma Solve Ltd
GHCLTEXTIL,GHCL Textiles Ltd
MKPL,M. K. Proteins Ltd
CFF,CFF Fluid Control Ltd
COMRADE,Comrade Appliances Ltd
IKIO,IKIO Lighting Ltd
SONALIS,Sonalis Consumer Products Ltd
BIZOTIC,Bizotic Commercial Ltd
ASIAN,Asian Warehousing Ltd
COSMICCRF,Cosmic CRF Ltd
HMAAGRO,HMA Agro Industries Ltd
URAVI,Uravi T And Wedge Lamps Ltd
VEEFIN,Veefin Solutions Ltd
IDEAFORGE,Ideaforge Technology Ltd
CYIENTDLM,Cyient DLM Ltd
MACIND,Machhar Industries Ltd
ITETFADD,DSP Nifty IT ETF
SENCO,Senco Gold Ltd
ALPHAIND,Alphalogic Industries Ltd
ACCELERATE,Acceleratebs India Ltd
KAKA,Kaka Industries Ltd
JIOFIN,Jio Financial Services Ltd
AHASOLAR,Ahasolar Technologies Ltd
UTKARSHBNK,Utkarsh Small Finance Bank Ltd
ASARFI,Asarfi Hospital Ltd
BANKETF,Mirae Asset Nifty Bank ETF
NETWEB,Netweb Technologies India Ltd
SENSEXADD,DSP BSE Sensex ETF
PSUBANKADD,DSP Nifty PSU Bank ETF
PVTBANKADD,DSP Private Bank ETF
YATHARTH,Yatharth Hospital & Trauma Care Services Ltd
INNOVATUS,Innovatus Entertainment Networks Ltd
NIITMTS,NIIT Learning Systems Ltd
KHAZANCHI,Khazanchi Jewellers Ltd
ATL,Allcargo Terminals Ltd
TREL,Transindia Real Estate Ltd
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF
REDTAPE,Redtape Ltd
VLEGOV,VL E-Governance & IT Solutions Ltd
SBFC,SBFC Finance Ltd
CONCORDBIO,Concord Biotech Ltd
DPWIRES,D.P. Wires Ltd
SHELTER,Shelter Pharma Ltd
TVSSCS,TVS Supply Chain Solutions Ltd
PYRAMID,Pyramid Technoplast Ltd
SHOORA,Shoora Designs Ltd
BONDADA,Bondada Engineering Ltd
AEROFLEX,Aeroflex Industries Ltd
VPRPL,Vishnu Prakash R Punglia Ltd
NIFMID150,UTI NIFTY MIDCAP 150 ETF
SHRAAITECH,Shradha AI Technologies Ltd
RISHABH,Rishabh Instruments Ltd
RATNAVEER,Ratnaveer Precision Engineering Ltd
KAHAN,Kahan Packaging Ltd
JLHL,Jupiter Life Line Hospitals Ltd
RRKABEL,R R Kabel Ltd
MESON,Meson Valves India Ltd
EMSLIMITED,EMS Ltd
SAMHI,Samhi Hotels Ltd
ZAGGLE,Zaggle Prepaid Ocean Services Ltd
SOUTHWEST,South West Pinnacle Exploration Ltd
NAVINIFTY,NAVI NIFTY 50 ETF
NUVAMA,Nuvama Wealth Management Ltd
KALAMANDIR,Sai Silks (Kalamandir) Ltd
SIGNATURE,Signatureglobal (India) Ltd
TECHKGREEN,Techknowgreen Solutions Ltd
YATRA,Yatra Online Ltd
ARCL,ARCL Organics Ltd
JSWINFRA,JSW Infrastructure Ltd
MVGJL,Manoj Vaibhav Gems N Jewellers Ltd
UDS,Updater Services Ltd
ORGANICREC,Organic Recycling Systems Ltd
VALIANTLAB,Valiant Laboratories Ltd
SENSEXETF,Mirae Asset S&P BSE Sensex ETF
CCAL,City Crops Agro Ltd
SUNITATOOL,Sunita Tools Ltd
VIVAA,Vivaa Tradecom Ltd
PLAZACABLE,Plaza Wires Ltd
IRMENERGY,IRM Energy Ltd
ITETF,Mirae Asset Nifty IT ETF
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF
MAXESTATES,Max Estates Ltd
BLUEJET,Blue Jet Healthcare Ltd
VPL,Vrundavan Plantation Ltd
CELLO,Cello World Ltd
KKSHL,KK Shah Hospitals Ltd
HONASA,Honasa Consumer Ltd
MISHDESIGN,Mish Designs Ltd
ESAFSFB,ESAF Small Finance Bank Ltd
PROTEAN,Protean eGov Technologies Ltd
ASKAUTOLTD,ASK Automotive Ltd
KALYANI,Kalyani Cast-Tech Ltd
ARROWHEAD,Arrowhead Seperation Engineering Ltd
IREDA,Indian Renewable Energy Development Agency Ltd
FEDFINA,Fedbank Financial Services Ltd
TATATECH,Tata Technologies Ltd
GANDHAR,Gandhar Oil Refinery (India) Ltd
FLAIR,Flair Writing Industries Ltd
SPL,Swashthik Plascon Ltd
DEEPAKCHEM,Deepak Chemtex Ltd
AMIC,Amic Forging Ltd
BAJEL,Bajel Projects Ltd
INDIASHLTR,India Shelter Finance Corporation Ltd
DOMS,DOMS Industries Ltd
INOXINDIA,INOX India Ltd
SIYARAM,Siyaram Recycling Industries Ltd
BENCHMARK,Benchmark Computer Solutions Ltd
MOTISONS,Motisons Jewellers Ltd
SURAJEST,Suraj Estate Developers Ltd
MUTHOOTMF,Muthoot Microfin Ltd
SMARITIME,Sahara Maritime Ltd
HAPPYFORGE,Happy Forgings Ltd
MUFTI,Credo Brands Marketing Ltd
SHANTIDENM,Shanti Spintex Ltd
RBZJEWEL,RBZ Jewellers Ltd
AZAD,Azad Engineering Ltd
SUNCLAY,Sundaram-Clayton Ltd
INNOVACAP,Innova Captab Ltd
AIKPIPES,AIK Pipes and Polymers Ltd
MCPL,Manoj Ceramic Ltd
SBVCL,Shri Balaji Valve Components Ltd
DIGIDRIVE,Digidrive Distributors Ltd
SHILINDORE,Sayaji Hotels (Indore) Ltd
JYOTICNC,Jyoti CNC Automation Ltd
SWANAGRO,New Swan Multitech Ltd
SHREE,Shree Marutinandan Tubes Ltd
MEDIASSIST,Medi Assist Healthcare Services Ltd
SHPLPUNE,Sayaji Hotels (Pune) Ltd
QLL,Qualitek Labs Ltd
NIFTYBETF,Bajaj Finserv Nifty 50 ETF
BANKBETF,Bajaj Finserv Nifty Bank ETF
EUPHORIAIT,Euphoria Infotech (India) Ltd
EPACK,EPACK Durable Ltd
NOVAAGRI,Nova Agritech Ltd
BRISK,Brisk Technovision Ltd
NIFITETF,UTI NIFTY IT ETF
HARSHDEEP,Harshdeep Hortico Ltd
MCFL,Mayank Cattle Food Ltd
BLSE,BLS E-Services Ltd
GPSL,Gabriel Pet Straps Ltd
HEALTHADD,DSP Nifty Healthcare ETF
HDFCPSUBK,HDFC Nifty PSU Bank ETF
PARKHOTELS,Apeejay Surrendra Park Hotels Ltd
JGTL,Jasch Gauging Technologies Ltd
SIGNPOST,Signpost India Ltd
JSFB,Jana Small Finance Bank Ltd
RPTECH,Rashi Peripherals Ltd
CAPITALSFB,Capital Small Finance Bank Ltd
RUDRAGAS,Rudra Gas Enterprise Ltd
ENTERO,Entero Healthcare Solutions Ltd
LICNMID100,LIC MF Nifty Midcap 100 ETF
VSTL,Vibhor Steel Tubes Ltd
JUNIPER,Juniper Hotels Ltd
SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF
GPTHEALTH,GPT Healthcare Ltd
EXICOM,Exicom Tele-Systems Ltd
PLATIND,Platinum Industries Ltd
MUKKA,Mukka Proteins Ltd
RKSWAMY,R K Swamy Ltd
JGCHEM,J.G.Chemicals Ltd
KOURA,Koura Fine Diamond Jewelry Ltd
GOPAL,Gopal Snacks Ltd
PESB,Pune E - Stock Broking Ltd
SCILAL,Shipping Corporation of India Land and Assets Ltd
ROYAL,Royal Sense Ltd
PVSL,Popular Vehicles and Services Ltd
KRYSTAL,Krystal Integrated Services Ltd
KPGEL,KP Green Engineering Ltd
CHATHA,Chatha Foods Ltd
GCONNECT,Gconnect Logitech and Supply Chain Ltd
VRUDDHI,Vruddhi Engineering Works Ltd
SRM,SRM Contractors Ltd
JAYKAILASH,Jay Kailash Namkeen Ltd
DPABHUSHAN,D.P. Abhushan Ltd
BHARTIHEXA,Bharti Hexacom Ltd
GVL,Greenhitech Ventures Ltd
FAALCON,Faalcon Concepts Ltd
SHIVAM,Shivam Chemicals Ltd
EMMFORCE,Emmforce Autotech Ltd
JNKINDIA,JNK India Ltd
VARYAA,Varyaa Creations Ltd
AMKAY,Amkay Products Ltd
SAI,Sai Swami Metals and Alloys Ltd
STAL,Storage Technologies and Automation Ltd
INDGN,Indegene Ltd
FTL,Finelistings Technologies Ltd
TBOTEK,TBO TEK Ltd
TGIF,TGIF Agribusiness Ltd
AADHARHFC,Aadhar Housing Finance Ltd
AZTEC,Aztec Fluids & Machinery Ltd
PIOTEX,Piotex Industries Ltd
GODIGIT,Go Digit General Insurance Ltd
MIDSMALL,Mirae Asset Nifty Midsmallcap400 Momentum Quality 100 ETF
AWFIS,Awfis Space Solutions Ltd
ASSOCIATED,Associated Coaters Ltd
BOROSCI,Borosil Scientific Ltd
ADTECH,Adtech Systems Ltd
TOTEM,Forbes Precision Tools and Machine Parts Ltd
KRONOX,Kronox Lab Sciences Ltd
MAGENTA,Magenta Lifecare Ltd
SATTRIX,Sattrix Information Security Ltd
3CIT,3C IT Solutions and Telecoms (India) Ltd
PURPLEFIN,Purple Finance Ltd
IXIGO,Le Travenues Technology Ltd
MID150CASE,ZERODHA NIFTY MIDCAP 150 ETF
TOP100CASE,ZERODHA NIFTY 100 ETF
COTFAB,United Cotfab Ltd
BBNPNBETF,Baroda BNP Paribas Nifty Bank ETF
RETAIL,JHS Svendgaard Retail Ventures Ltd
DEEDEV,Dee Development Engineers Ltd
GEMENVIRO,GEM Enviro Management Ltd
AFIL,Akme Fintrade (India) Ltd
DFPL,Dindigul Farm Product Ltd
STANLEY,Stanley Lifestyles Ltd
ABDL,Allied Blenders and Distillers Ltd
VRAJ,Vraj Iron And Steel Ltd
NPL,National Peroxide Ltd
RELIABLE,Reliable Data Services Ltd
BANSALWIRE,Bansal Wire Industries Ltd
EMCURE,Emcure Pharmaceuticals Ltd
EVINDIA,Mirae Asset Nifty EV and New Age Automotive ETF
ACLD,Aelea Commodities Ltd
THREEMPAPE,Three M Paper Boards Ltd
SBINEQWETF,SBI NIFTY50 EQUAL WEIGHT ETF
OILIETF,ICICI Prudential Nifty Oil & Gas ETF
SANSTAR,Sanstar Ltd
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF
VVIPIL,VVIP Infratech Ltd
CTLLAB,Clinitech Laboratory Ltd
KIZI,Kizi Apparels Ltd
AKUMS,Akums Drugs and Pharmaceuticals Ltd
CEIGALL,Ceigall India Ltd
AFCOM,Afcom Holdings Ltd
OLAELEC,Ola Electric Mobility Ltd
FIRSTCRY,Brainbees Solutions Ltd
UNIECOM,Unicommerce Esolutions Ltd
METALIETF,ICICI Prudential Nifty Metal ETF
SSDL,Saraswati Saree Depot Ltd
BROACH,Broach Lifecare Hospital Ltd
INTERARCH,Interarch Building Products Ltd
MFML,Mahalaxmi Fabric Mills Ltd
GLOBALE,Globale Tessile Ltd
ORIENTTECH,Orient Technologies Ltd
RAL,Resourceful Automobile Ltd
RAPID,Rapid Multimodal logistics Ltd
PREMIERENE,Premier Energies Ltd
ECOSMOBLTY,ECOS (India) Mobility & Hospitality Ltd
RAYMONDLSL,Raymond Lifestyle Ltd
MULTICAP,Mirae Asset Nifty500 Multicap 50:25:25 ETF
TRAVELS,Travels & Rentals Ltd
STYLEBAAZA,Baazar Style Retail Ltd
GALAPREC,Gala Precision Engineering Ltd
NHL,Naturewings Holidays Ltd
REVATHIEQU,Revathi Equipment India Ltd
TOP10ADD,DSP Nifty Top 10 Equal Weight ETF
MCEL,Mach Conferences And Events Ltd
BALAJEE,Shree Tirupati Balajee Agro Trading Company Ltd
SANOFICONR,Sanofi Consumer Healthcare India Ltd
SSL,Share Samadhan Ltd
BAJAJHFL,Bajaj Housing Finance Ltd
KROSS,Kross Ltd
TOLINS,Tolins Tyres Ltd
PNGJL,P N Gadgil Jewellers Ltd
SAFE,Sodhani Academy of Fintech Enablers Ltd
WCIL,Western Carriers (India) Ltd
PFL,Popular Foundations Ltd
NORTHARC,Northern Arc Capital Ltd
ARKADE,Arkade Developers Ltd
MANBA,Manba Finance Ltd
KRN,KRN Heat Exchanger And Refrigeration Ltd
DIFFNKG,Diffusion Engineers Ltd
NEXXUS,Nexxus Petro Industries Ltd
BANKPSU,Mirae Asset Nifty PSU Bank ETF
SUBAM,Subam Papers Ltd
METAL,Mirae Asset Nifty Metal ETF
NPFL,Neopolitan Pizza And Foods Ltd
KGVL,Khyati Global Ventures Ltd
SENSEXIETF,ICICI Prudential BSE Sensex ETF
FELDVR,Future Enterprises Ltd_DVR
JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD.
GATECHDVR,GACM Technologies Ltd
KARURVYSYA,KARUR VYSYA BANK LTD.
VEEDOL,Veedol Corporation Ltd
AMRUTANJAN,AMRUTANJAN HEALTH CARE LTD.-$
XPROINDIA,XPRO INDIA LTD.
HISARMETAL,HISAR METAL INDUSTRIES LTD.-$
BHARATRAS,BHARAT RASAYAN LTD.
FACT,FERTILIZERS & CHEMICALS TRAVANCORE LTD.
GINNIFILA,GINNI FILAMENTS LTD.
SPIC,SOUTHERN PETROCHEMICALS LTD.
DENORA,DE NORA INDIA LTD.
KAVVERITEL,KAVVERI TELECOM PRODUCTS LTD.-$
SAKSOFT,SAKSOFT LTD.
SALONA,SALONA COTSPIN LTD.
EQUIPPP,Equippp Social Impact Technologies Ltd
ANDHRSUGAR,ANDHRA SUGARS LTD.
IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.
KCP,K.C.P.LTD.
KHAITANLTD,KHAITAN (INDIA) LTD.
RADAAN,RADAAN MEDIAWORKS (I) LTD.
SUNDARMFIN,SUNDARAM FINANCE LTD.
SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD.
WHEELS,WHEELS INDIA LTD.
LAMBODHARA,LAMBODHARA TEXTILES LTD.-$
MAITHANALL,MAITHAN ALLOYS LTD.
ORISSAMINE,ORISSA MINERALS DEVELOPMENT COMPANY LTD.
NIFTYBEES,Nippon India ETF Nifty 50 BeES
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES
BANKBEES,Nippon India ETF Nifty Bank BeES
PSUBANK,Kotak Nifty PSU Bank ETF
PSUBNKBEES,Nippon India ETF Nifty PSU Bank BeES
SHARIABEES,Nippon India ETF Nifty 50 Shariah BeES
QNIFTY,Quantum Nifty 50 ETF
MOM50,Motilal Oswal MOSt Shares M50 ETF
MADRASFERT,Madras Fertilizers Ltd
BANKNIFTY1,Kotak Nifty Bank ETF
SETFNIFBK,SBI-ETF NIFTY BANK
SETFNIF50,SBI-ETF NIFTY 50
HASJUICE,Has Lifestyle Ltd
WEBSL,Web Element Solutions Ltd
ADHIRAJ,Adhiraj Distributors Ltd
AIRTELPP,Bharti Airtel  Ltd
AURUMPP,Aurum PropTech Ltd
GRASIMPP,Grasim Industries Ltd
SKIPPERPP,Skipper Ltd
ADROITPP,Adroit Infotech Ltd
YARNPP,Yarn Syndicate Ltd
IYKOTPP,Iykot Hitech Toolroom Ltd
SOLARAPP,SOLARA ACTIVE PHARMA SCIENCES Ltd
SOBHAPP,Sobha Ltd
SHARATPP,Sharat Industries Ltd
AFELPP,AF Enterprises Ltd
